Unnamed: 0,pub_id,researcher_id,author_name,aff_name,aff_id,aff_city_id,aff_country_code,journal.title
123721,pub.1023046163,ur.0712501406.79,David Menon,University of Cambridge,grid.5335.0,2653941.0,GB,JAMA
123723,pub.1023046163,ur.010700674464.41,Kathryn M. Rowan,Intensive Care National Audit & Research Centre,grid.450885.4,2643743.0,GB,JAMA
130683,pub.1011544501,ur.01311216724.81,Frank L van de Veerdonk,Radboud University Nijmegen Medical Centre,grid.10417.33,2750053.0,NL,New England Journal of Medicine
143835,pub.1062808114,ur.01364045531.12,Colin McArthur,Auckland City Hospital,grid.414055.1,2193733.0,NZ,The BMJ
148217,pub.1022704761,ur.01203135104.43,Bryan J McVerry,University of Pittsburgh,grid.21925.3d,5206379.0,US,Nature Medicine
155750,pub.1034674456,ur.0673455705.49,Niall D Ferguson,University of Toronto,grid.17063.33,6167865.0,CA,The BMJ
157423,pub.1049535639,ur.0673455705.49,Niall D. Ferguson,Mount Sinai Hospital,grid.416166.2,6167865.0,CA,JAMA
157424,pub.1049535639,ur.0673455705.49,Niall D. Ferguson,University of Toronto,grid.17063.33,6167865.0,CA,JAMA
160127,pub.1008233402,ur.01321064225.67,Francois Lamontagne,McMaster University,grid.25073.33,5969782.0,CA,JAMA
160128,pub.1008233402,ur.01321064225.67,Francois Lamontagne,Université de Sherbrooke,grid.86715.3d,6146143.0,CA,JAMA
160797,pub.1031466748,ur.01010123626.36,Roger J. Lewis,Harbor–UCLA Medical Center,grid.239844.0,5403022.0,US,JAMA
162432,pub.1000101604,ur.01242172705.25,Manu Shankar-Hari,Guy's and St Thomas' NHS Foundation Trust,grid.420545.2,2643743.0,GB,The Lancet
162584,pub.1005152668,ur.01270271012.99,Scott M. Berry,"Berry Consultants, College Station, Texas (Dr S. Berry)",,4682464.0,US,JAMA
162585,pub.1005152668,ur.01270271012.99,Scott M. Berry,"University of Texas M.D. Anderson Cancer Center, Houston (Dr D. Berry).",,,,JAMA
171268,pub.1092655616,ur.0722727247.45,Shay McGuinness,"From the Department of Anesthesia (C.D.M., G.M.T.H.) and the Department of Surgery, Division of Cardiac Surgery (S.V.), Keenan Research Centre for Biomedical Science and Li Ka Shing Knowledge Institute of St. Michael's Hospital, Applied Health Research Centre (AHRC), Li Ka Shing Knowledge Institute of St. Michael's Hospital (J.H., A.C.), Sunnybrook Health Sciences Center (S.F.), AHRC, Li Ka Shing Knowledge Institute of St. Michael's Hospital, Dalla Lana School of Public Health (K.E.T.), and AHRC, Li Ka Shing Knowledge Institute of St. Michael's Hospital, Department of Medicine and Institute of Health Policy, Management and Evaluation (P.J.), University of Toronto, and the Departments of Medicine, Laboratory Medicine, and Pathobiology, Institute of Health Policy, Management, and Evaluation, University of Toronto, and the Division of Hematology, Mount Sinai Hospital, Canadian Blood Services (N.S.), Toronto, Population Health Research Institute (R.P.W., E.B.-C.), Hamilton Health Sciences Centre (R.P.W., E.B.-C., K.C.), and McMaster University (R.P.W., E.B.-C., S.S.), Hamilton, ON, Ottawa Hospital Research Institute, University of Ottawa, Ottawa (D.A.F.), the Department of Anesthesia, Foothills Medical Centre, University of Calgary, Calgary, AB (A.J.G.), Centre Hospitalier Universitaire de Sherbrooke, Sherbrooke, QC (É.M.), the Departments of Anesthesia and Medicine, Division of Critical Care, Centre Hospitalier de l'Université de Montréal, Montreal (F.M.C.), the Departments of Anesthesia and Surgery, University of Manitoba, St. Boniface Hospital, Winnipeg (H.P.G.), the Department of Anesthesiology and Critical Care Medicine, Institut Universitaire de Cardiologie et de Pneumologie de Québec, Laval University, Laval, QC (F.L.), and the Department of Critical Care Medicine, Faculty of Medicine and Dentistry, University of Alberta, Edmonton (S.M.B.) - all in Canada; the Department of Cardiothoracic Anesthesia, Rigshospitalet, Copenhagen University Hospital, Copenhagen (B.K.); Medical Research Institute of New Zealand, Wellington (S.M., P.J.Y.), and Waikato Hospital, Hamilton (K.B.) - both in New Zealand; the Department of Surgery, University of Melbourne (A.R., C.R.), and the Department of Anaesthesia and Pain Management, Royal Melbourne Hospital (C.R.), Melbourne, VIC, and the Department of Anaesthesia, Royal Adelaide Hospital, Discipline of Acute Care Medicine, University of Adelaide, Adelaide, SA (T.W.P.) - all in Australia; Fundación Cardioinfantil-Instituto de Cardiología, Bogota, and Universidad Autónoma de Bucaramanga, Bucaramanga - both in Colombia (J.C.V.); the University of Basel, Department of Anesthesia, Surgical Intensive Care, Prehospital Emergency Medicine and Pain Therapy, University Hospital Basel, Basel, and Klinik Hirslanden, Zurich - both in Switzerland (M.D.S.); the Department of Cardiothoracic Anesthesia, National Heart Center, and the Department of Anesthesiology, Singapore General Hospital, Singapore (N.C.H.); and Heart Care Associates, Ahmedabad, India (C.M.).",,,CA,New England Journal of Medicine
171269,pub.1092655616,ur.0722727247.45,Shay McGuinness,"From the Department of Anesthesia (C.D.M., G.M.T.H.) and the Department of Surgery, Division of Cardiac Surgery (S.V.), Keenan Research Centre for Biomedical Science and Li Ka Shing Knowledge Institute of St. Michael's Hospital, Applied Health Research Centre (AHRC), Li Ka Shing Knowledge Institute of St. Michael's Hospital (J.H., A.C.), Sunnybrook Health Sciences Center (S.F.), AHRC, Li Ka Shing Knowledge Institute of St. Michael's Hospital, Dalla Lana School of Public Health (K.E.T.), and AHRC, Li Ka Shing Knowledge Institute of St. Michael's Hospital, Department of Medicine and Institute of Health Policy, Management and Evaluation (P.J.), University of Toronto, and the Departments of Medicine, Laboratory Medicine, and Pathobiology, Institute of Health Policy, Management, and Evaluation, University of Toronto, and the Division of Hematology, Mount Sinai Hospital, Canadian Blood Services (N.S.), Toronto, Population Health Research Institute (R.P.W., E.B.-C.), Hamilton Health Sciences Centre (R.P.W., E.B.-C., K.C.), and McMaster University (R.P.W., E.B.-C., S.S.), Hamilton, ON, Ottawa Hospital Research Institute, University of Ottawa, Ottawa (D.A.F.), the Department of Anesthesia, Foothills Medical Centre, University of Calgary, Calgary, AB (A.J.G.), Centre Hospitalier Universitaire de Sherbrooke, Sherbrooke, QC (É.M.), the Departments of Anesthesia and Medicine, Division of Critical Care, Centre Hospitalier de l'Université de Montréal, Montreal (F.M.C.), the Departments of Anesthesia and Surgery, University of Manitoba, St. Boniface Hospital, Winnipeg (H.P.G.), the Department of Anesthesiology and Critical Care Medicine, Institut Universitaire de Cardiologie et de Pneumologie de Québec, Laval University, Laval, QC (F.L.), and the Department of Critical Care Medicine, Faculty of Medicine and Dentistry, University of Alberta, Edmonton (S.M.B.) - all in Canada; the Department of Cardiothoracic Anesthesia, Rigshospitalet, Copenhagen University Hospital, Copenhagen (B.K.); Medical Research Institute of New Zealand, Wellington (S.M., P.J.Y.), and Waikato Hospital, Hamilton (K.B.) - both in New Zealand; the Department of Surgery, University of Melbourne (A.R., C.R.), and the Department of Anaesthesia and Pain Management, Royal Melbourne Hospital (C.R.), Melbourne, VIC, and the Department of Anaesthesia, Royal Adelaide Hospital, Discipline of Acute Care Medicine, University of Adelaide, Adelaide, SA (T.W.P.) - all in Australia; Fundación Cardioinfantil-Instituto de Cardiología, Bogota, and Universidad Autónoma de Bucaramanga, Bucaramanga - both in Colombia (J.C.V.); the University of Basel, Department of Anesthesia, Surgical Intensive Care, Prehospital Emergency Medicine and Pain Therapy, University Hospital Basel, Basel, and Klinik Hirslanden, Zurich - both in Switzerland (M.D.S.); the Department of Cardiothoracic Anesthesia, National Heart Center, and the Department of Anesthesiology, Singapore General Hospital, Singapore (N.C.H.); and Heart Care Associates, Ahmedabad, India (C.M.).",,,,New England Journal of Medicine
171270,pub.1092655616,ur.0722727247.45,Shay McGuinness,"From the Department of Anesthesia (C.D.M., G.M.T.H.) and the Department of Surgery, Division of Cardiac Surgery (S.V.), Keenan Research Centre for Biomedical Science and Li Ka Shing Knowledge Institute of St. Michael's Hospital, Applied Health Research Centre (AHRC), Li Ka Shing Knowledge Institute of St. Michael's Hospital (J.H., A.C.), Sunnybrook Health Sciences Center (S.F.), AHRC, Li Ka Shing Knowledge Institute of St. Michael's Hospital, Dalla Lana School of Public Health (K.E.T.), and AHRC, Li Ka Shing Knowledge Institute of St. Michael's Hospital, Department of Medicine and Institute of Health Policy, Management and Evaluation (P.J.), University of Toronto, and the Departments of Medicine, Laboratory Medicine, and Pathobiology, Institute of Health Policy, Management, and Evaluation, University of Toronto, and the Division of Hematology, Mount Sinai Hospital, Canadian Blood Services (N.S.), Toronto, Population Health Research Institute (R.P.W., E.B.-C.), Hamilton Health Sciences Centre (R.P.W., E.B.-C., K.C.), and McMaster University (R.P.W., E.B.-C., S.S.), Hamilton, ON, Ottawa Hospital Research Institute, University of Ottawa, Ottawa (D.A.F.), the Department of Anesthesia, Foothills Medical Centre, University of Calgary, Calgary, AB (A.J.G.), Centre Hospitalier Universitaire de Sherbrooke, Sherbrooke, QC (É.M.), the Departments of Anesthesia and Medicine, Division of Critical Care, Centre Hospitalier de l'Université de Montréal, Montreal (F.M.C.), the Departments of Anesthesia and Surgery, University of Manitoba, St. Boniface Hospital, Winnipeg (H.P.G.), the Department of Anesthesiology and Critical Care Medicine, Institut Universitaire de Cardiologie et de Pneumologie de Québec, Laval University, Laval, QC (F.L.), and the Department of Critical Care Medicine, Faculty of Medicine and Dentistry, University of Alberta, Edmonton (S.M.B.) - all in Canada; the Department of Cardiothoracic Anesthesia, Rigshospitalet, Copenhagen University Hospital, Copenhagen (B.K.); Medical Research Institute of New Zealand, Wellington (S.M., P.J.Y.), and Waikato Hospital, Hamilton (K.B.) - both in New Zealand; the Department of Surgery, University of Melbourne (A.R., C.R.), and the Department of Anaesthesia and Pain Management, Royal Melbourne Hospital (C.R.), Melbourne, VIC, and the Department of Anaesthesia, Royal Adelaide Hospital, Discipline of Acute Care Medicine, University of Adelaide, Adelaide, SA (T.W.P.) - all in Australia; Fundación Cardioinfantil-Instituto de Cardiología, Bogota, and Universidad Autónoma de Bucaramanga, Bucaramanga - both in Colombia (J.C.V.); the University of Basel, Department of Anesthesia, Surgical Intensive Care, Prehospital Emergency Medicine and Pain Therapy, University Hospital Basel, Basel, and Klinik Hirslanden, Zurich - both in Switzerland (M.D.S.); the Department of Cardiothoracic Anesthesia, National Heart Center, and the Department of Anesthesiology, Singapore General Hospital, Singapore (N.C.H.); and Heart Care Associates, Ahmedabad, India (C.M.).",,,NZ,New England Journal of Medicine
171271,pub.1092655616,ur.0722727247.45,Shay McGuinness,Royal Melbourne Hospital,grid.416153.4,2158177.0,AU,New England Journal of Medicine
171280,pub.1092655616,ur.01312562557.26,Paul J Young,"From the Department of Anesthesia (C.D.M., G.M.T.H.) and the Department of Surgery, Division of Cardiac Surgery (S.V.), Keenan Research Centre for Biomedical Science and Li Ka Shing Knowledge Institute of St. Michael's Hospital, Applied Health Research Centre (AHRC), Li Ka Shing Knowledge Institute of St. Michael's Hospital (J.H., A.C.), Sunnybrook Health Sciences Center (S.F.), AHRC, Li Ka Shing Knowledge Institute of St. Michael's Hospital, Dalla Lana School of Public Health (K.E.T.), and AHRC, Li Ka Shing Knowledge Institute of St. Michael's Hospital, Department of Medicine and Institute of Health Policy, Management and Evaluation (P.J.), University of Toronto, and the Departments of Medicine, Laboratory Medicine, and Pathobiology, Institute of Health Policy, Management, and Evaluation, University of Toronto, and the Division of Hematology, Mount Sinai Hospital, Canadian Blood Services (N.S.), Toronto, Population Health Research Institute (R.P.W., E.B.-C.), Hamilton Health Sciences Centre (R.P.W., E.B.-C., K.C.), and McMaster University (R.P.W., E.B.-C., S.S.), Hamilton, ON, Ottawa Hospital Research Institute, University of Ottawa, Ottawa (D.A.F.), the Department of Anesthesia, Foothills Medical Centre, University of Calgary, Calgary, AB (A.J.G.), Centre Hospitalier Universitaire de Sherbrooke, Sherbrooke, QC (É.M.), the Departments of Anesthesia and Medicine, Division of Critical Care, Centre Hospitalier de l'Université de Montréal, Montreal (F.M.C.), the Departments of Anesthesia and Surgery, University of Manitoba, St. Boniface Hospital, Winnipeg (H.P.G.), the Department of Anesthesiology and Critical Care Medicine, Institut Universitaire de Cardiologie et de Pneumologie de Québec, Laval University, Laval, QC (F.L.), and the Department of Critical Care Medicine, Faculty of Medicine and Dentistry, University of Alberta, Edmonton (S.M.B.) - all in Canada; the Department of Cardiothoracic Anesthesia, Rigshospitalet, Copenhagen University Hospital, Copenhagen (B.K.); Medical Research Institute of New Zealand, Wellington (S.M., P.J.Y.), and Waikato Hospital, Hamilton (K.B.) - both in New Zealand; the Department of Surgery, University of Melbourne (A.R., C.R.), and the Department of Anaesthesia and Pain Management, Royal Melbourne Hospital (C.R.), Melbourne, VIC, and the Department of Anaesthesia, Royal Adelaide Hospital, Discipline of Acute Care Medicine, University of Adelaide, Adelaide, SA (T.W.P.) - all in Australia; Fundación Cardioinfantil-Instituto de Cardiología, Bogota, and Universidad Autónoma de Bucaramanga, Bucaramanga - both in Colombia (J.C.V.); the University of Basel, Department of Anesthesia, Surgical Intensive Care, Prehospital Emergency Medicine and Pain Therapy, University Hospital Basel, Basel, and Klinik Hirslanden, Zurich - both in Switzerland (M.D.S.); the Department of Cardiothoracic Anesthesia, National Heart Center, and the Department of Anesthesiology, Singapore General Hospital, Singapore (N.C.H.); and Heart Care Associates, Ahmedabad, India (C.M.).",,,CA,New England Journal of Medicine
171281,pub.1092655616,ur.01312562557.26,Paul J Young,"From the Department of Anesthesia (C.D.M., G.M.T.H.) and the Department of Surgery, Division of Cardiac Surgery (S.V.), Keenan Research Centre for Biomedical Science and Li Ka Shing Knowledge Institute of St. Michael's Hospital, Applied Health Research Centre (AHRC), Li Ka Shing Knowledge Institute of St. Michael's Hospital (J.H., A.C.), Sunnybrook Health Sciences Center (S.F.), AHRC, Li Ka Shing Knowledge Institute of St. Michael's Hospital, Dalla Lana School of Public Health (K.E.T.), and AHRC, Li Ka Shing Knowledge Institute of St. Michael's Hospital, Department of Medicine and Institute of Health Policy, Management and Evaluation (P.J.), University of Toronto, and the Departments of Medicine, Laboratory Medicine, and Pathobiology, Institute of Health Policy, Management, and Evaluation, University of Toronto, and the Division of Hematology, Mount Sinai Hospital, Canadian Blood Services (N.S.), Toronto, Population Health Research Institute (R.P.W., E.B.-C.), Hamilton Health Sciences Centre (R.P.W., E.B.-C., K.C.), and McMaster University (R.P.W., E.B.-C., S.S.), Hamilton, ON, Ottawa Hospital Research Institute, University of Ottawa, Ottawa (D.A.F.), the Department of Anesthesia, Foothills Medical Centre, University of Calgary, Calgary, AB (A.J.G.), Centre Hospitalier Universitaire de Sherbrooke, Sherbrooke, QC (É.M.), the Departments of Anesthesia and Medicine, Division of Critical Care, Centre Hospitalier de l'Université de Montréal, Montreal (F.M.C.), the Departments of Anesthesia and Surgery, University of Manitoba, St. Boniface Hospital, Winnipeg (H.P.G.), the Department of Anesthesiology and Critical Care Medicine, Institut Universitaire de Cardiologie et de Pneumologie de Québec, Laval University, Laval, QC (F.L.), and the Department of Critical Care Medicine, Faculty of Medicine and Dentistry, University of Alberta, Edmonton (S.M.B.) - all in Canada; the Department of Cardiothoracic Anesthesia, Rigshospitalet, Copenhagen University Hospital, Copenhagen (B.K.); Medical Research Institute of New Zealand, Wellington (S.M., P.J.Y.), and Waikato Hospital, Hamilton (K.B.) - both in New Zealand; the Department of Surgery, University of Melbourne (A.R., C.R.), and the Department of Anaesthesia and Pain Management, Royal Melbourne Hospital (C.R.), Melbourne, VIC, and the Department of Anaesthesia, Royal Adelaide Hospital, Discipline of Acute Care Medicine, University of Adelaide, Adelaide, SA (T.W.P.) - all in Australia; Fundación Cardioinfantil-Instituto de Cardiología, Bogota, and Universidad Autónoma de Bucaramanga, Bucaramanga - both in Colombia (J.C.V.); the University of Basel, Department of Anesthesia, Surgical Intensive Care, Prehospital Emergency Medicine and Pain Therapy, University Hospital Basel, Basel, and Klinik Hirslanden, Zurich - both in Switzerland (M.D.S.); the Department of Cardiothoracic Anesthesia, National Heart Center, and the Department of Anesthesiology, Singapore General Hospital, Singapore (N.C.H.); and Heart Care Associates, Ahmedabad, India (C.M.).",,,,New England Journal of Medicine
171282,pub.1092655616,ur.01312562557.26,Paul J Young,"From the Department of Anesthesia (C.D.M., G.M.T.H.) and the Department of Surgery, Division of Cardiac Surgery (S.V.), Keenan Research Centre for Biomedical Science and Li Ka Shing Knowledge Institute of St. Michael's Hospital, Applied Health Research Centre (AHRC), Li Ka Shing Knowledge Institute of St. Michael's Hospital (J.H., A.C.), Sunnybrook Health Sciences Center (S.F.), AHRC, Li Ka Shing Knowledge Institute of St. Michael's Hospital, Dalla Lana School of Public Health (K.E.T.), and AHRC, Li Ka Shing Knowledge Institute of St. Michael's Hospital, Department of Medicine and Institute of Health Policy, Management and Evaluation (P.J.), University of Toronto, and the Departments of Medicine, Laboratory Medicine, and Pathobiology, Institute of Health Policy, Management, and Evaluation, University of Toronto, and the Division of Hematology, Mount Sinai Hospital, Canadian Blood Services (N.S.), Toronto, Population Health Research Institute (R.P.W., E.B.-C.), Hamilton Health Sciences Centre (R.P.W., E.B.-C., K.C.), and McMaster University (R.P.W., E.B.-C., S.S.), Hamilton, ON, Ottawa Hospital Research Institute, University of Ottawa, Ottawa (D.A.F.), the Department of Anesthesia, Foothills Medical Centre, University of Calgary, Calgary, AB (A.J.G.), Centre Hospitalier Universitaire de Sherbrooke, Sherbrooke, QC (É.M.), the Departments of Anesthesia and Medicine, Division of Critical Care, Centre Hospitalier de l'Université de Montréal, Montreal (F.M.C.), the Departments of Anesthesia and Surgery, University of Manitoba, St. Boniface Hospital, Winnipeg (H.P.G.), the Department of Anesthesiology and Critical Care Medicine, Institut Universitaire de Cardiologie et de Pneumologie de Québec, Laval University, Laval, QC (F.L.), and the Department of Critical Care Medicine, Faculty of Medicine and Dentistry, University of Alberta, Edmonton (S.M.B.) - all in Canada; the Department of Cardiothoracic Anesthesia, Rigshospitalet, Copenhagen University Hospital, Copenhagen (B.K.); Medical Research Institute of New Zealand, Wellington (S.M., P.J.Y.), and Waikato Hospital, Hamilton (K.B.) - both in New Zealand; the Department of Surgery, University of Melbourne (A.R., C.R.), and the Department of Anaesthesia and Pain Management, Royal Melbourne Hospital (C.R.), Melbourne, VIC, and the Department of Anaesthesia, Royal Adelaide Hospital, Discipline of Acute Care Medicine, University of Adelaide, Adelaide, SA (T.W.P.) - all in Australia; Fundación Cardioinfantil-Instituto de Cardiología, Bogota, and Universidad Autónoma de Bucaramanga, Bucaramanga - both in Colombia (J.C.V.); the University of Basel, Department of Anesthesia, Surgical Intensive Care, Prehospital Emergency Medicine and Pain Therapy, University Hospital Basel, Basel, and Klinik Hirslanden, Zurich - both in Switzerland (M.D.S.); the Department of Cardiothoracic Anesthesia, National Heart Center, and the Department of Anesthesiology, Singapore General Hospital, Singapore (N.C.H.); and Heart Care Associates, Ahmedabad, India (C.M.).",,,NZ,New England Journal of Medicine
171283,pub.1092655616,ur.01312562557.26,Paul J Young,Royal Melbourne Hospital,grid.416153.4,2158177.0,AU,New England Journal of Medicine
175120,pub.1092334077,ur.01010123626.36,Roger J. Lewis,"Berry Consultants LLC, Austin, Texas",,4671654.0,US,JAMA
175121,pub.1092334077,ur.01010123626.36,Roger J. Lewis,Harbor–UCLA Medical Center,grid.239844.0,5403022.0,US,JAMA
175122,pub.1092334077,ur.01010123626.36,Roger J. Lewis,Los Angeles Biomedical Research Institute,grid.279946.7,5403022.0,US,JAMA
175123,pub.1092334077,ur.01010123626.36,Roger J. Lewis,"University of California, Los Angeles",grid.19006.3e,5368361.0,US,JAMA
175703,pub.1092271396,ur.01321064225.67,François Lamontagne,Université de Sherbrooke,grid.86715.3d,6146143.0,CA,The Lancet
175704,pub.1092271396,ur.01321064225.67,François Lamontagne,Centre Hospitalier Universitaire de Sherbrooke,grid.411172.0,6146143.0,CA,The Lancet
176677,pub.1092290523,ur.01010123626.36,Roger J. Lewis,Harbor–UCLA Medical Center,grid.239844.0,5403022.0,US,JAMA
176678,pub.1092290523,ur.01010123626.36,Roger J. Lewis,"Berry Consultants, LLC, Austin, Texas",,4671654.0,US,JAMA
177375,pub.1092084389,ur.01311216724.81,Frank L van de Veerdonk,Radboud University Nijmegen Medical Centre,grid.10417.33,2750053.0,NL,New England Journal of Medicine
