researcher_id,journal.title,aff_country_code,LMIC
ur.01000612037.90,JAMA,US,1
ur.01000613570.48,JAMA,US,1
ur.01000615657.23,JAMA,US,1
ur.01000623173.46,JAMA,,1
ur.01000626422.74,JAMA,US,1
ur.01000641362.38,JAMA,NL,1
ur.01000647065.97,JAMA,GB,1
ur.01000661453.75,JAMA,FR,1
ur.01000700633.54,JAMA,,1
ur.01000700701.46,JAMA,US,1
ur.01000701570.40,JAMA,GB,1
ur.01000703745.91,JAMA,US,1
ur.010007132252.37,JAMA,AU,1
ur.01000724417.40,JAMA,KR,1
ur.01000731374.38,JAMA,,1
ur.010007344056.19,JAMA,,1
ur.01000751336.54,JAMA,DE,1
ur.01000752164.42,JAMA,US,1
ur.01000761456.83,JAMA,,1
ur.010007704365.02,JAMA,CN,2
ur.01000770705.78,JAMA,AU,1
ur.01001002332.95,JAMA,IT,1
ur.010010134731.23,JAMA,US,1
ur.01001022142.72,JAMA,US,1
ur.01001025202.22,JAMA,US,1
ur.010010257651.00,JAMA,NZ,1
ur.01001026775.03,JAMA,CN,2
ur.01001031537.07,JAMA,FR,1
ur.01001033200.76,JAMA,US,1
ur.01001036550.23,JAMA,US,1
ur.01001037143.34,JAMA,US,1
ur.01001061244.89,JAMA,CA,1
ur.01001067550.15,JAMA,US,1
ur.01001072651.55,JAMA,US,1
ur.0100107462.45,JAMA,DE,1
ur.01001101176.05,JAMA,,1
ur.01001102753.44,JAMA,GB,1
ur.01001114657.49,JAMA,,1
ur.01001131161.97,JAMA,US,1
ur.01001132347.74,JAMA,NO,1
ur.01001134021.64,JAMA,US,1
ur.01001136410.43,JAMA,GB,1
ur.01001157644.34,JAMA,CA,1
ur.01001166450.13,JAMA,US,1
ur.01001167601.24,JAMA,ES,1
ur.01001172700.06,JAMA,US,1
ur.010011733704.03,JAMA,US,1
ur.01001200167.50,JAMA,US,1
ur.01001201065.43,JAMA,US,1
ur.01001202406.70,JAMA,IT,1
ur.01001206515.93,JAMA,DK,1
ur.01001210701.79,JAMA,US,1
ur.010012121757.49,JAMA,US,1
ur.01001217005.40,JAMA,AU,1
ur.01001222635.46,JAMA,GB,1
ur.01001241416.89,JAMA,DE,1
ur.01001246514.17,JAMA,IT,1
ur.01001254703.82,JAMA,,1
ur.010012550177.56,JAMA,GB,1
ur.01001262360.02,JAMA,US,1
ur.010012636415.29,JAMA,US,1
ur.01001266776.01,JAMA,US,1
ur.01001310071.51,JAMA,CN,2
ur.01001310157.29,JAMA,GB,1
ur.01001315423.92,JAMA,NL,1
ur.01001316501.91,JAMA,US,1
ur.01001321307.92,JAMA,CN,2
ur.01001330335.43,JAMA,US,1
ur.010013303400.38,JAMA,,1
ur.01001332006.41,JAMA,DK,1
ur.01001332233.11,JAMA,US,1
ur.010013333664.94,JAMA,US,1
ur.01001350022.24,JAMA,US,1
ur.010013530664.05,JAMA,EE,1
ur.01001357232.09,JAMA,AU,1
ur.010013606640.62,JAMA,,1
ur.010013612721.19,JAMA,CH,1
ur.010013613077.96,JAMA,GB,1
ur.010014010400.19,JAMA,,1
ur.01001404247.34,JAMA,US,1
ur.01001410616.83,JAMA,US,1
ur.01001412657.44,JAMA,US,1
ur.01001427504.56,JAMA,US,1
ur.010014414135.34,JAMA,FR,1
ur.01001444615.87,JAMA,US,1
ur.010014537677.09,JAMA,IT,1
ur.01001467667.90,JAMA,US,1
ur.01001470723.76,JAMA,US,1
ur.010014710437.77,JAMA,US,1
ur.01001471762.02,JAMA,US,1
ur.01001476405.17,JAMA,CN,2
ur.01001525435.50,JAMA,US,1
ur.01001532655.61,JAMA,US,1
ur.010015472235.98,JAMA,GB,1
ur.01001552045.85,JAMA,CH,1
ur.01001556351.01,JAMA,FI,1
ur.01001561122.12,JAMA,SE,1
ur.01001563633.61,JAMA,GB,1
ur.01001572071.54,JAMA,ES,1
ur.01001605135.37,JAMA,US,1
ur.01001614736.53,JAMA,US,1
ur.01001623463.60,JAMA,,1
ur.010016605661.68,JAMA,US,1
ur.01001666327.12,JAMA,FR,1
ur.01001706674.56,JAMA,,1
ur.01001710763.61,JAMA,US,1
ur.010017112322.78,JAMA,US,1
ur.01001711702.16,JAMA,US,1
ur.01001716007.11,JAMA,US,1
ur.01001735334.46,JAMA,US,1
ur.01001735534.52,JAMA,US,1
ur.01001736447.84,JAMA,FR,1
ur.01001752671.23,JAMA,ES,1
ur.01001754126.01,JAMA,DE,1
ur.01001756676.18,JAMA,FR,1
ur.01001762452.22,JAMA,BD,2
ur.01001766475.95,JAMA,US,1
ur.010017713333.76,JAMA,US,1
ur.01001773076.21,JAMA,GB,1
ur.010017732347.06,JAMA,US,1
ur.01001773723.76,JAMA,NG,2
ur.010020122227.62,JAMA,US,1
ur.01002016345.95,JAMA,,1
ur.01002016644.05,JAMA,DE,1
ur.01002017653.19,JAMA,US,1
ur.010020177225.95,JAMA,US,1
ur.01002030516.76,JAMA,,1
ur.01002041171.25,JAMA,JP,1
ur.01002054346.31,JAMA,US,1
ur.01002066013.18,JAMA,,1
ur.01002072313.55,JAMA,US,1
ur.01002101450.16,JAMA,US,1
ur.01002127151.51,JAMA,,1
ur.01002130575.63,JAMA,CA,1
ur.01002132606.36,JAMA,US,1
ur.01002143446.44,JAMA,GB,1
ur.01002151702.45,JAMA,CA,1
ur.01002152411.44,JAMA,US,1
ur.01002155565.02,JAMA,GB,1
ur.01002160112.40,JAMA,US,1
ur.01002160553.95,JAMA,US,1
ur.010021610247.51,JAMA,US,1
ur.01002161230.60,JAMA,US,1
ur.01002162050.45,JAMA,US,1
ur.01002163147.96,JAMA,CA,1
ur.01002167617.85,JAMA,US,1
ur.01002172567.61,JAMA,US,1
ur.01002172701.48,JAMA,US,1
ur.01002173002.26,JAMA,US,1
ur.01002212455.06,JAMA,,1
ur.01002220275.69,JAMA,BE,1
ur.01002234707.43,JAMA,CA,1
ur.01002240562.00,JAMA,SE,1
ur.01002240666.82,JAMA,US,1
ur.01002245116.32,JAMA,US,1
ur.01002274323.50,JAMA,US,1
ur.01002276052.51,JAMA,GB,1
ur.01002305324.35,JAMA,IT,1
ur.01002313675.15,JAMA,US,1
ur.01002316164.03,JAMA,FR,1
ur.01002350511.53,JAMA,US,1
ur.01002363607.67,JAMA,US,1
ur.01002367461.18,JAMA,DE,1
ur.01002367533.29,JAMA,CA,1
ur.01002370610.91,JAMA,GB,1
ur.01002376703.23,JAMA,US,1
ur.01002402575.65,JAMA,US,1
ur.01002411307.96,JAMA,US,1
ur.01002420065.58,JAMA,CH,1
ur.01002427644.04,JAMA,US,1
ur.01002435540.02,JAMA,JP,1
ur.01002445705.05,JAMA,GB,1
ur.01002446502.38,JAMA,US,1
ur.01002457002.20,JAMA,US,1
ur.01002460467.36,JAMA,CA,1
ur.01002464513.39,JAMA,US,1
ur.010024674062.23,JAMA,US,1
ur.01002474721.15,JAMA,US,1
ur.01002506167.41,JAMA,US,1
ur.01002533065.55,JAMA,CH,1
ur.010025433522.93,JAMA,BR,2
ur.01002544651.89,JAMA,,1
ur.010025505756.35,JAMA,US,1
ur.01002552116.94,JAMA,US,1
ur.01002554561.66,JAMA,GB,1
ur.01002555533.27,JAMA,GB,1
ur.010025657741.58,JAMA,US,1
ur.01002567166.47,JAMA,KR,1
ur.01002576526.75,JAMA,US,1
ur.01002577264.50,JAMA,PL,1
ur.01002601070.12,JAMA,US,1
ur.01002602330.58,JAMA,US,1
ur.01002604206.30,JAMA,FR,1
ur.01002604646.06,JAMA,US,1
ur.01002605601.67,JAMA,FR,1
ur.01002606140.31,JAMA,US,1
ur.010026075115.77,JAMA,US,1
ur.01002612310.76,JAMA,US,1
ur.01002614235.34,JAMA,US,1
ur.01002616530.24,JAMA,US,1
ur.01002627546.23,JAMA,US,1
ur.01002627742.30,JAMA,US,1
ur.01002630265.04,JAMA,US,1
ur.01002636203.77,JAMA,US,1
ur.01002644040.96,JAMA,,1
ur.010026441727.68,JAMA,US,1
ur.01002653540.08,JAMA,US,1
ur.01002657461.94,JAMA,IT,1
ur.01002672217.27,JAMA,US,1
ur.01002673730.96,JAMA,,1
ur.010026752144.13,JAMA,CA,1
ur.01002676233.29,JAMA,DE,1
ur.01002701107.00,JAMA,US,1
ur.01002704250.29,JAMA,ZA,2
ur.01002705036.11,JAMA,,1
ur.01002712740.76,JAMA,CH,1
ur.010027152140.40,JAMA,,1
ur.01002731150.54,JAMA,US,1
ur.01002734675.08,JAMA,,1
ur.01002745524.19,JAMA,US,1
ur.01002747206.13,JAMA,US,1
ur.01002751512.73,JAMA,MX,2
ur.01002755445.79,JAMA,GB,1
ur.01002761376.08,JAMA,DK,1
ur.01002766725.12,JAMA,CA,1
ur.01002770200.27,JAMA,CZ,1
ur.01003001542.55,JAMA,NO,1
ur.01003012622.32,JAMA,FR,1
ur.01003031653.01,JAMA,CN,2
ur.01003033546.06,JAMA,FR,1
ur.01003034156.12,JAMA,US,1
ur.010030417062.44,JAMA,ES,1
ur.01003043160.03,JAMA,US,1
ur.01003047702.17,JAMA,US,1
ur.01003050034.47,JAMA,US,1
ur.01003062541.23,JAMA,US,1
ur.01003063417.99,JAMA,US,1
ur.01003067070.43,JAMA,US,1
ur.01003070043.07,JAMA,CA,1
ur.01003070340.03,JAMA,US,1
ur.010030745375.80,JAMA,US,1
ur.010030756767.61,JAMA,US,1
ur.01003076660.06,JAMA,US,1
ur.010030766776.84,JAMA,IL,1
ur.01003103011.30,JAMA,IL,1
ur.01003103050.05,JAMA,US,1
ur.01003103145.50,JAMA,US,1
ur.01003103561.57,JAMA,US,1
ur.010031116537.26,JAMA,CN,2
ur.01003120722.37,JAMA,US,1
ur.01003134765.59,JAMA,US,1
ur.01003153742.73,JAMA,IT,1
ur.010031561621.82,JAMA,,1
ur.01003156342.21,JAMA,US,1
ur.01003156731.73,JAMA,IN,2
ur.01003164352.93,JAMA,US,1
ur.01003206450.19,JAMA,FR,1
ur.010032130712.53,JAMA,GB,1
ur.01003235155.19,JAMA,FR,1
ur.010032373037.39,JAMA,US,1
ur.01003245520.17,JAMA,US,1
ur.01003246540.14,JAMA,US,1
ur.01003250540.14,JAMA,FR,1
ur.01003257410.44,JAMA,NL,1
ur.01003270533.10,JAMA,US,1
ur.01003275415.57,JAMA,SE,1
ur.01003302402.05,JAMA,DK,1
ur.01003312025.36,JAMA,,1
ur.010033274363.82,JAMA,CH,1
ur.010033316500.15,JAMA,,1
ur.01003342001.79,JAMA,US,1
ur.01003342553.29,JAMA,US,1
ur.01003343524.64,JAMA,IT,1
ur.010033447512.34,JAMA,US,1
ur.01003346732.92,JAMA,AU,1
ur.010033471162.04,JAMA,CA,1
ur.01003354361.59,JAMA,FR,1
ur.01003370021.31,JAMA,IN,2
ur.01003370115.20,JAMA,US,1
ur.01003376353.52,JAMA,GB,1
ur.01003405121.34,JAMA,US,1
ur.01003407437.52,JAMA,US,1
ur.010034123524.66,JAMA,JP,1
ur.01003413617.59,JAMA,AU,1
ur.01003421115.30,JAMA,JP,1
ur.010034212347.64,JAMA,US,1
ur.010034243107.29,JAMA,US,1
ur.01003427404.36,JAMA,NL,1
ur.01003430046.34,JAMA,CA,1
ur.01003441765.80,JAMA,NL,1
ur.01003445535.55,JAMA,GB,1
ur.010034524141.57,JAMA,US,1
ur.01003465746.60,JAMA,US,1
ur.01003471242.37,JAMA,US,1
ur.010034740103.98,JAMA,IL,1
ur.01003500754.19,JAMA,US,1
ur.01003501106.20,JAMA,US,1
ur.01003503464.37,JAMA,US,1
ur.01003516405.46,JAMA,US,1
ur.01003524205.06,JAMA,IR,2
ur.01003524433.01,JAMA,IT,1
ur.010035267017.37,JAMA,US,1
ur.01003530733.17,JAMA,US,1
ur.01003536450.07,JAMA,,1
ur.01003544513.55,JAMA,US,1
ur.01003562505.03,JAMA,US,1
ur.01003567773.05,JAMA,NZ,1
ur.01003571371.52,JAMA,US,1
ur.010035721002.88,JAMA,GB,1
ur.01003602235.52,JAMA,US,1
ur.01003615201.46,JAMA,,1
ur.01003631057.22,JAMA,US,1
ur.01003633577.41,JAMA,US,1
ur.01003635572.17,JAMA,,1
ur.01003643032.59,JAMA,US,1
ur.01003643421.86,JAMA,US,1
ur.01003644243.97,JAMA,AU,1
ur.01003646434.30,JAMA,US,1
ur.01003650144.93,JAMA,GB,1
ur.01003651510.26,JAMA,GB,1
ur.010036542775.12,JAMA,US,1
ur.01003654312.65,JAMA,US,1
ur.01003655722.88,JAMA,ES,1
ur.01003663153.52,JAMA,US,1
ur.010036654340.38,JAMA,,1
ur.01003673273.16,JAMA,US,1
ur.01003710361.37,JAMA,IL,1
ur.010037205507.40,JAMA,RU,1
ur.01003720720.83,JAMA,US,1
ur.01003723371.00,JAMA,AU,1
ur.01003725202.28,JAMA,US,1
ur.010037302137.14,JAMA,US,1
ur.010037370677.87,JAMA,US,1
ur.01003737305.27,JAMA,US,1
ur.01003751461.28,JAMA,IT,1
ur.010037536337.64,JAMA,AU,1
ur.01003757070.44,JAMA,GR,1
ur.01003765672.69,JAMA,IE,1
ur.01003766523.27,JAMA,US,1
ur.010040065217.38,JAMA,US,1
ur.01004022661.10,JAMA,IT,1
ur.01004024442.02,JAMA,US,1
ur.01004034770.05,JAMA,US,1
ur.01004042120.41,JAMA,FR,1
ur.01004044406.57,JAMA,CO,2
ur.01004045355.64,JAMA,US,1
ur.01004046166.82,JAMA,US,1
ur.01004055004.50,JAMA,US,1
ur.010040642433.68,JAMA,,1
ur.010041024211.12,JAMA,CN,2
ur.010041052241.43,JAMA,NL,1
ur.01004110612.33,JAMA,DE,1
ur.01004111755.01,JAMA,US,1
ur.01004114452.83,JAMA,US,1
ur.01004123175.36,JAMA,TW,1
ur.01004133601.92,JAMA,FR,1
ur.01004142300.26,JAMA,US,1
ur.01004166041.22,JAMA,GB,1
ur.010041723657.08,JAMA,US,1
ur.01004172603.13,JAMA,DE,1
ur.01004200434.97,JAMA,DE,1
ur.01004203213.05,JAMA,US,1
ur.01004207512.06,JAMA,NL,1
ur.010042123223.50,JAMA,,1
ur.010042177344.22,JAMA,GB,1
ur.010042212200.16,JAMA,,1
ur.01004230545.62,JAMA,US,1
ur.01004231410.06,JAMA,GB,1
ur.01004231510.32,JAMA,NL,1
ur.01004234630.15,JAMA,US,1
ur.01004245167.34,JAMA,US,1
ur.01004245777.01,JAMA,US,1
ur.01004251266.84,JAMA,GB,1
ur.01004257523.01,JAMA,US,1
ur.010042604127.40,JAMA,,1
ur.010042637777.24,JAMA,,1
ur.01004265521.78,JAMA,CA,1
ur.01004271737.02,JAMA,GB,1
ur.01004275576.99,JAMA,US,1
ur.01004276323.54,JAMA,US,1
ur.01004310002.13,JAMA,CZ,1
ur.01004310456.58,JAMA,US,1
ur.01004314107.36,JAMA,US,1
ur.01004314265.81,JAMA,NL,1
ur.01004315144.05,JAMA,US,1
ur.01004316253.45,JAMA,RO,2
ur.010043220547.31,JAMA,US,1
ur.01004324137.67,JAMA,US,1
ur.01004330765.53,JAMA,DE,1
ur.01004343140.84,JAMA,FR,1
ur.01004354234.80,JAMA,NL,1
ur.01004355377.11,JAMA,GB,1
ur.01004362114.63,JAMA,US,1
ur.01004362234.91,JAMA,,1
ur.01004363414.02,JAMA,US,1
ur.01004364646.61,JAMA,CA,1
ur.010043665652.14,JAMA,,1
ur.01004372274.98,JAMA,NL,1
ur.01004404244.01,JAMA,NL,1
ur.010044044107.44,JAMA,FR,1
ur.01004412765.69,JAMA,US,1
ur.01004414507.72,JAMA,,1
ur.01004415727.27,JAMA,US,1
ur.01004440421.67,JAMA,US,1
ur.010044437266.82,JAMA,CN,2
ur.01004447453.91,JAMA,US,1
ur.01004451235.25,JAMA,US,1
ur.01004455644.59,JAMA,US,1
ur.01004457221.91,JAMA,US,1
ur.01004460343.25,JAMA,GB,1
ur.01004463055.28,JAMA,US,1
ur.01004463302.06,JAMA,US,1
ur.01004475643.06,JAMA,US,1
ur.010044771217.03,JAMA,US,1
ur.010045016443.83,JAMA,AU,1
ur.01004503566.84,JAMA,US,1
ur.01004504327.27,JAMA,US,1
ur.01004512427.04,JAMA,US,1
ur.010045152104.81,JAMA,VN,2
ur.01004524430.90,JAMA,US,1
ur.01004527254.50,JAMA,US,1
ur.01004530171.07,JAMA,GB,1
ur.010045543632.69,JAMA,CA,1
ur.01004554373.82,JAMA,US,1
ur.010045567500.24,JAMA,PT,1
ur.01004600436.65,JAMA,ES,1
ur.01004605203.80,JAMA,CA,1
ur.01004606536.30,JAMA,US,1
ur.01004606713.06,JAMA,US,1
ur.01004613554.73,JAMA,CH,1
ur.01004614452.22,JAMA,GB,1
ur.01004615707.06,JAMA,CN,2
ur.01004616337.24,JAMA,US,1
ur.01004623321.33,JAMA,US,1
ur.01004630004.26,JAMA,US,1
ur.01004633061.34,JAMA,US,1
ur.01004645731.53,JAMA,US,1
ur.01004656642.21,JAMA,US,1
ur.010046731131.30,JAMA,US,1
ur.01004677035.37,JAMA,US,1
ur.01004715103.30,JAMA,US,1
ur.01004717651.06,JAMA,US,1
ur.01004720645.00,JAMA,,1
ur.01004723411.70,JAMA,US,1
ur.01004724771.38,JAMA,US,1
ur.01004725373.52,JAMA,US,1
ur.01004727115.13,JAMA,CA,1
ur.01004730735.07,JAMA,US,1
ur.01004731554.86,JAMA,,1
ur.01004734666.62,JAMA,US,1
ur.01004741716.97,JAMA,JP,1
ur.01004746737.53,JAMA,,1
ur.01004750623.88,JAMA,US,1
ur.01004756013.23,JAMA,NL,1
ur.01004762515.90,JAMA,DE,1
ur.010047706164.33,JAMA,,1
ur.01004771226.49,JAMA,NO,1
ur.01005000414.26,JAMA,US,1
ur.01005000774.22,JAMA,PL,1
ur.010050036212.61,JAMA,US,1
ur.010050151247.21,JAMA,CN,2
ur.01005015440.32,JAMA,IT,1
ur.01005017746.37,JAMA,ES,1
ur.01005020331.35,JAMA,DE,1
ur.01005024365.62,JAMA,,1
ur.01005027325.51,JAMA,US,1
ur.01005053131.51,JAMA,AU,1
ur.01005056053.21,JAMA,US,1
ur.01005061007.34,JAMA,DE,1
ur.01005070731.51,JAMA,FR,1
ur.010050762037.32,JAMA,US,1
ur.01005104357.78,JAMA,NL,1
ur.01005115364.70,JAMA,US,1
ur.01005115704.86,JAMA,US,1
ur.01005126111.86,JAMA,US,1
ur.01005127266.01,JAMA,US,1
ur.01005141533.88,JAMA,,1
ur.01005150024.31,JAMA,US,1
ur.01005152314.65,JAMA,US,1
ur.01005161422.21,JAMA,US,1
ur.01005161636.71,JAMA,,1
ur.01005162762.65,JAMA,US,1
ur.01005172374.36,JAMA,US,1
ur.01005173352.44,JAMA,CA,1
ur.01005175045.54,JAMA,BB,1
ur.01005175240.07,JAMA,US,1
ur.01005202573.27,JAMA,FI,1
ur.01005203065.70,JAMA,AU,1
ur.01005203363.26,JAMA,US,1
ur.01005212767.29,JAMA,US,1
ur.010052145346.23,JAMA,US,1
ur.0100521534.43,JAMA,GB,1
ur.01005224674.46,JAMA,US,1
ur.010052527744.68,JAMA,BR,2
ur.01005257603.76,JAMA,US,1
ur.010052715200.56,JAMA,CA,1
ur.01005307117.90,JAMA,US,1
ur.01005315170.21,JAMA,GB,1
ur.01005315223.30,JAMA,CA,1
ur.01005326371.16,JAMA,IT,1
ur.01005332200.93,JAMA,BE,1
ur.010053370052.08,JAMA,,1
ur.01005344062.62,JAMA,CN,2
ur.01005346616.40,JAMA,US,1
ur.010053512413.77,JAMA,BR,2
ur.010053547264.16,JAMA,,1
ur.010053753147.88,JAMA,US,1
ur.01005402107.32,JAMA,US,1
ur.010054126563.13,JAMA,US,1
ur.010054132777.95,JAMA,US,1
ur.01005414371.18,JAMA,US,1
ur.01005417435.03,JAMA,US,1
ur.010054236745.72,JAMA,US,1
ur.01005424553.51,JAMA,DE,1
ur.01005441653.52,JAMA,HR,1
ur.010054431444.23,JAMA,,1
ur.01005450256.03,JAMA,US,1
ur.010054536537.25,JAMA,CN,2
ur.01005455577.47,JAMA,US,1
ur.010054562455.63,JAMA,BE,1
ur.010054627103.59,JAMA,US,1
ur.010054671655.13,JAMA,US,1
ur.010055002221.22,JAMA,AU,1
ur.010055042563.11,JAMA,BR,2
ur.01005505505.16,JAMA,,1
ur.01005516511.53,JAMA,FR,1
ur.01005517055.06,JAMA,GB,1
ur.01005521140.64,JAMA,IT,1
ur.01005530735.44,JAMA,US,1
ur.01005531475.10,JAMA,IT,1
ur.01005541755.78,JAMA,US,1
ur.01005543246.71,JAMA,US,1
ur.01005544600.08,JAMA,US,1
ur.01005547251.10,JAMA,IT,1
ur.01005550165.85,JAMA,AU,1
ur.010055501652.80,JAMA,CA,1
ur.01005551104.27,JAMA,US,1
ur.01005553363.10,JAMA,US,1
ur.010055555500.41,JAMA,,1
ur.01005557512.99,JAMA,DK,1
ur.010055611217.08,JAMA,IN,2
ur.01005561627.38,JAMA,IT,1
ur.01005572764.60,JAMA,US,1
ur.01005604311.97,JAMA,US,1
ur.01005604706.92,JAMA,CA,1
ur.01005635067.13,JAMA,SE,1
ur.01005641702.03,JAMA,US,1
ur.01005644301.23,JAMA,US,1
ur.010056534534.27,JAMA,US,1
ur.01005656614.42,JAMA,NL,1
ur.01005666040.56,JAMA,IT,1
ur.01005673024.27,JAMA,GB,1
ur.01005700230.91,JAMA,US,1
ur.01005701263.07,JAMA,US,1
ur.01005702125.19,JAMA,CH,1
ur.01005703710.97,JAMA,US,1
ur.01005722452.90,JAMA,CA,1
ur.01005723333.80,JAMA,AU,1
ur.01005723336.73,JAMA,US,1
ur.01005727330.50,JAMA,,1
ur.01005737022.16,JAMA,US,1
ur.010057502377.53,JAMA,GB,1
ur.01005767035.02,JAMA,JP,1
ur.01005772611.81,JAMA,RO,2
ur.01006010125.60,JAMA,US,1
ur.01006017204.57,JAMA,US,1
ur.01006024107.56,JAMA,DK,1
ur.01006030201.05,JAMA,US,1
ur.01006043635.15,JAMA,BE,1
ur.01006064563.04,JAMA,SE,1
ur.01006067456.42,JAMA,US,1
ur.010060764532.40,JAMA,US,1
ur.01006107443.13,JAMA,GB,1
ur.010061203157.03,JAMA,CN,2
ur.010061261724.91,JAMA,FR,1
ur.01006137221.47,JAMA,,1
ur.010061411363.90,JAMA,US,1
ur.01006141652.55,JAMA,US,1
ur.010061416600.75,JAMA,,1
ur.01006142303.17,JAMA,US,1
ur.01006143624.50,JAMA,US,1
ur.010061436334.54,JAMA,,1
ur.01006145405.59,JAMA,US,1
ur.01006156537.10,JAMA,,1
ur.01006164320.55,JAMA,US,1
ur.01006166337.42,JAMA,DE,1
ur.01006172666.33,JAMA,US,1
ur.01006207216.09,JAMA,,1
ur.01006210143.87,JAMA,GB,1
ur.010062135107.44,JAMA,GB,1
ur.01006214375.60,JAMA,US,1
ur.01006220174.19,JAMA,GB,1
ur.01006236071.69,JAMA,QA,1
ur.01006236215.10,JAMA,US,1
ur.01006242457.52,JAMA,IR,2
ur.01006247103.31,JAMA,SE,1
ur.01006253371.40,JAMA,CN,2
ur.01006256660.13,JAMA,US,1
ur.01006263421.80,JAMA,US,1
ur.01006276300.53,JAMA,US,1
ur.01006301033.44,JAMA,,1
ur.010063033427.43,JAMA,US,1
ur.01006306164.96,JAMA,US,1
ur.01006312154.45,JAMA,CA,1
ur.01006312603.34,JAMA,IR,2
ur.01006316323.75,JAMA,CA,1
ur.01006320462.44,JAMA,US,1
ur.01006326326.54,JAMA,DE,1
ur.01006332473.11,JAMA,AU,1
ur.01006336021.57,JAMA,US,1
ur.01006340077.33,JAMA,MX,2
ur.010063407273.80,JAMA,US,1
ur.010063412537.22,JAMA,US,1
ur.01006351321.53,JAMA,CA,1
ur.01006351412.81,JAMA,FR,1
ur.01006355642.64,JAMA,US,1
ur.01006361270.94,JAMA,NF,1
ur.01006371056.91,JAMA,DE,1
ur.01006374211.07,JAMA,AU,1
ur.01006374407.54,JAMA,CN,2
ur.010063745136.57,JAMA,NZ,1
ur.01006401060.77,JAMA,US,1
ur.01006402770.08,JAMA,US,1
ur.01006407776.72,JAMA,,1
ur.01006410206.09,JAMA,NL,1
ur.01006420210.53,JAMA,US,1
ur.01006430652.46,JAMA,CN,2
ur.01006432345.29,JAMA,US,1
ur.01006434312.39,JAMA,US,1
ur.01006506061.81,JAMA,IT,1
ur.010065062463.22,JAMA,US,1
ur.01006510706.03,JAMA,US,1
ur.01006511421.29,JAMA,GB,1
ur.01006512621.76,JAMA,US,1
ur.01006517137.39,JAMA,,1
ur.010065171457.69,JAMA,US,1
ur.01006524472.69,JAMA,US,1
ur.01006543157.14,JAMA,US,1
ur.01006554157.55,JAMA,IT,1
ur.01006554721.96,JAMA,IT,1
ur.010065556637.45,JAMA,US,1
ur.010065563140.35,JAMA,,1
ur.01006602161.60,JAMA,NO,1
ur.01006602740.25,JAMA,DE,1
ur.010066027517.19,JAMA,,1
ur.01006603413.97,JAMA,NO,1
ur.01006610425.30,JAMA,CN,2
ur.01006613732.88,JAMA,,1
ur.01006617400.40,JAMA,US,1
ur.01006644350.52,JAMA,US,1
ur.01006644636.60,JAMA,GB,1
ur.01006646252.99,JAMA,FR,1
ur.01006646344.71,JAMA,US,1
ur.01006650011.81,JAMA,CN,2
ur.01006653236.66,JAMA,US,1
ur.010066613362.40,JAMA,US,1
ur.01006664062.25,JAMA,US,1
